Ticker,Date,Trade Date,Next250dayReturn,Next250dayReturn^NZ50,BeatIndex,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Cash Flows from Used in Operating Activities Direct,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Free Cash Flow,Repurchase of Capital Stock,Preferred Stock Equity,Capital Lease Obligations,Operating Cash Flow,Other Non Operating Income Expenses,Credit Losses Provision,Non Interest Expense,Special Income Charges,Diluted NI Available to Com Stockholders,Total Expenses,Prev250dayReturn^GSPC,Prev250dayReturn^DJI,Prev250dayReturn^VIX
AOR.NZ,31/03/2018,29/03/2018,0.0,0.14162630852869107,False,0,0,0,502,-502,-1,-9,-512,0,-512,-0.0017,-0.0017,334.5,334.5,-512,-281,0,1,-1,0,0,-512,-231,-231,-280,0,0,462,288,174,209,174,174,-197,209,174,35,2,1476456,1476456,-163,24,116,33,-1,0,0,116,0,0,-163,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
APL.NZ,31/03/2018,29/03/2018,0.0766806243231144,0.14162630852869107,False,16694,4922,11772,2298,9474,-2821,-2772,3881,786,3095,0,0,161920,161920,3095,3118,41,2862,-2821,4922,0,3095,-29,-29,6772,0,-5.8732,169601,55262,114339,158839,114339,114339,37576,158839,114339,44500,44028,161920,161920,6465,11806,-19829,472,1057,2902,0,0,0,-14000,6465,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
ARG.NZ,31/03/2018,29/03/2018,0.32425247723183603,0.14162630852869107,True,119672,24380,95292,9938,85354,-25463,49426,109317,11140,98177,0,0,825101,825101,98177,98177,48,25511,-25463,24380,0,98177,0,0,134828,0,0,1544829,617936,926893,1479693,926893,926893,10593,1479693,926893,552800,551526,827030,827030,60112,-36075,-23731,1274,10555,27079,0,0,83999,-59725,60112,-27,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
ARV.NZ,31/03/2018,29/03/2018,0.11361030098497404,0.14162630852869107,False,109896,0,109896,114077,-4181,-2203,68299,61915,4278,57637,0,0,381221,384265,57637,58766,0,2203,-2203,0,4252,57637,-1213,-1213,69583,0,-83.8119,1132704,622242,510462,1048163,510462,454715,-4487,1048163,454715,537701,534572,425070,425070,53877,-132908,80861,3129,4641,1940,-66178,76879,73750,-49250,-12301,-3314,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
AUG.NZ,31/03/2018,29/03/2018,0.11460740253328727,0.14162630852869107,False,20071,2946,17125,9533,7592,-2773,-1863,2956,1921,1035,0,0,98100,98100,1035,1035,43,2816,-2773,2946,304,1035,0,0,6076,0,0,140850,56665,84185,109085,84185,62523,75559,126585,62523,42400,37500,87529,87529,4944,-8654,2601,4900,1641,2898,-5499,0,80300,-72900,-555,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
AWF.NZ,31/03/2018,29/03/2018,-0.05412034918094677,0.14162630852869107,False,279303,2187,277116,268911,8205,-1265,170,7110,2062,5048,0,0,32568,32568,5048,5048,32,1297,-1265,2187,3344,5048,0,0,11751,0,0,105296,68437,36859,72859,36859,-17840,18410,72859,-17840,36000,29731,32911,32911,11509,-484,-5873,6269,3445,1296,-639,229,2500,0,10870,-2,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
BFG.NZ,31/03/2018,29/03/2018,-0.5568181956725673,0.14162630852869107,False,20789,6327,14462,17242,-2780,81.502,2663,-35.466,427.596,-463.062,0,0,59367,59367,-463.062,-325.8682,85.052,3.55,81.502,6327,653.203,-463.062,-190.547,-190.547,811.834,0,-53.3532,15644,2441,13203,13203,13203,10678,8140,13203,10678,0,0,59634,59634,830.944,-941.667,0,6301,97.507,3.55,-2118,0,0,0,-1287,0,-223.432,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
BGI.NZ,31/03/2018,29/03/2018,-0.41666665373163103,0.14162630852869107,False,0,0,0,811.774,-811.774,-40.631,100.245,-752.16,0,-752.16,0,0,439830,439830,-752.16,-752.16,58.569,99.2,-40.631,0,1.001,-752.16,0,0,-651.959,0,0,4147,2613,1534,3876,1534,1534,3799,3876,1534,2342,1540,439830,439830,-4075,-2.669,4720,801.387,0,25.015,-2.669,2220,2500,0,-4078,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
BLT.NZ,31/03/2018,29/03/2018,0.05882342628954751,0.14162630852869107,False,5285,1354,3931,4968,-1037,-5,0,-1042,0,-1042,0,0,1107654,1107654,-1042,-1042,3,8,-5,1354,610,-1042,0,0,-424,0,0,3888,881,3007,3176,3007,2164,1548,3297,2164,290,0,1107654,1107654,118,-476,322,1134,0,8,-476,0,290,0,-358,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
CGF.NZ,31/03/2018,29/03/2018,0.11428573253203411,0.14162630852869107,False,1989,1069,920,7242,-6322,-449,5152,-1619,0,-3731,0,0,487738,487738,-3731,-1488,0,449,-449,1069,244,-1488,0,0,-926,0,0,10653,10470,183,2200,251,-2697,-4277,6109,-2697,5866,5144,489509,489509,-1424,-465,3067,-466,0,423,-135,2679,1650,-1262,-1559,0,0,8,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
ENS.NZ,31/03/2018,29/03/2018,-0.5311829889239881,0.14162630852869107,False,8809,3356,5453,4714,739,-79,-544,116,-35,151,0,0,8144,8144,151,151,11,90,-79,3356,115,151,0,0,321,0,0,9971,2296,7675,8310,7675,5915,1061,8624,5915,949,0,9812,9812,572,-1631,1732,1265,0,33,-65,1023,1054,-51,507,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
ERD.NZ,31/03/2018,29/03/2018,-0.2924281743784807,0.14162630852869107,False,2073,0,2073,52054,-49981,-1098,49535,-1544,-1754,209.616,0,0,61652,61652,209.616,209.616,161.375,1259,-1098,0,15540,209.616,0,0,15256,0,0,112841,45680,67161,83069,67161,37259,17930,93644,37259,26483,4613,68090,68090,2007,-21353,40282,21870,-340.456,1259,-21353,21502,22831,-3377,-19346,-673.657,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
EVO.NZ,31/03/2018,29/03/2018,-0.5824666080985259,0.14162630852869107,False,158953,18070,140883,122493,18390,-1594,-17031,-235,3978,-4213,0,0,381880,381880,-4213,5889,47,1641,-1594,18070,3241,-4213,-14031,-14031,18678,0,-3929,225094,68519,156575,188875,156575,-50595,-28517,188875,-50595,32300,26938,381441,381441,14316,-15625,2576,5362,6198,0,-5630,0,117500,-105400,8686,-15,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
FPH.NZ,31/03/2018,29/03/2018,0.1765019156034917,0.14162630852869107,True,964500,330400,634100,385600,248500,-2100,21400,267800,77600,190200,0,0,570023,576364,190200,190200,1600,3700,-2100,330400,0,190200,0,0,271500,0,0,1025100,263700,761400,813900,761400,711000,245800,843800,711000,82400,50500,570805,570805,247800,-198500,-79100,15800,69100,2800,-98700,900,31400,-9800,149100,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
GEN.NZ,31/03/2018,29/03/2018,0.5000000931322595,0.14162630852869107,True,0,0,0,274.924,-274.924,8.914,0,-266.01,0,-266.01,0,0,19617,19617,-266.01,-266.01,8.914,0,8.914,0,0,-266.01,0,0,-274.924,0,0,1081,127.423,953.83,953.83,953.83,257.477,161.837,953.83,257.477,0,0,19617,19617,-150.157,0,0,266.547,0,0,0,0,0,0,-150.157,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
GFL.NZ,31/03/2018,29/03/2018,-0.04751130029471007,0.14162630852869107,False,19367,0,0,0,0,0,0,4524,-1599,6123,0,0,70435,70435,6123,6123,0,0,0,0,255,6123,-363,-363,0,0,0,99321,70153,29168,84239,29168,27377,0,89089,27377,59921,45448,70435,70435,1106,-1438,3733,14473,0,3584,-298,0,5846,0,808,0,0,0,0,-3959,-2,10881,-363,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
GMT.NZ,31/03/2018,29/03/2018,0.31946130056344746,0.14162630852869107,True,139700,37700,102000,2300,99700,-18700,126200,207200,13200,194000,0,0,1287800,1287800,194000,194000,7200,25900,-18700,37700,0,194000,0,0,233100,0,0,2719500,925800,1793700,2617300,1793700,1793700,307200,2617300,1793700,823600,818900,1287800,1287800,89700,-131600,45700,4700,15600,23900,0,10000,573000,-449000,89700,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
GXH.NZ,31/03/2018,29/03/2018,-0.3412516694174875,0.14162630852869107,False,522909,198791,324118,293544,30574,-2092,1077,29559,8258,16784,0,0,141278,141637,16784,16784,208,2300,-2092,198791,7165,16784,0,0,39024,0,0,255084,127021,128063,153869,120955,-14872,-11228,170179,-14872,49224,38470,143153,143153,33181,-18933,-21689,10754,10542,2300,-11784,0,57312,-73626,21397,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
IFT.NZ,31/03/2018,29/03/2018,0.3322490560929081,0.14162630852869107,True,1625117,363799,1261319,1004697,256622,-144186,52884,165320,49033,56829,0,0,566876,566876,56829,42363,10896,155082,-144186,363799,182040,42363,0,0,502442,0,0,6219801,3277193,2942608,4149070,1817020,1665978,156021,4322187,1665978,2505166,2147755,566044,566044,277851,114503,-293819,357411,73173,149070,-228818,0,454537,-571200,49033,-18974,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
IKE.NZ,31/03/2018,29/03/2018,0.38095238433132916,0.14162630852869107,True,7263,3526,3737,9930,-6194,-18.7864,-105.2038,-6318,5.6359,-6324,0,0,72708,72708,-6324,-6211,-18.7864,0,-18.7864,3526,1307,-6324,-155.9271,-155.9271,-4731,0,-43.6596,9600,2130,7469,7469,7469,3780,2977,7469,3780,0,0,78450,78450,-2639,-1169,3768,2429,0,24.4223,-1174,3768,0,0,-3813,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
IPL.NZ,31/03/2018,29/03/2018,0.18588880242979888,0.14162630852869107,True,47255,6775,40480,1766,38714,-11929,26068,52853,6683,46170,0,0,261772,261772,46170,46170,138,12067,-11929,6775,0,46170,0,0,64920,0,0,742906,313848,429058,735949,429058,429058,-2458,735949,429058,306891,304692,261772,261772,21441,-50020,26401,2199,5624,11753,0,0,46400,0,21441,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
KPG.NZ,31/03/2018,29/03/2018,0.1262059741225794,0.14162630852869107,False,256035,57168,198867,20498,178369,-42360,11970,147979,27877,120102,0,0,1386649,1386649,120102,120102,285,42645,-42360,57168,0,120102,0,0,190624,0,0,3085458,1091344,1994114,2907616,1994114,1994114,-42389,2907616,1994114,913502,902805,1420415,1420415,108218,-53412,-53881,10697,23287,42054,-3035,156950,123555,-242500,105183,-633,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
MFT.NZ,31/03/2018,29/03/2018,0.42574112998826075,0.14162630852869107,True,2618349,1607317,1011032,843404,167628,-7056,-7224,153348,45455,107893,0.0011,0.0011,100699,100699,107893,110541,511,7567,-7056,1607317,47788,107893,-3763,-3763,212466,0,-1115,1376402,663999,712403,983156,712403,438083,148382,983192,438083,277373,190268,100699,100699,140236,-64729,-69767,80485,45107,7567,-69235,0,1974,-28441,71001,0,0,6584,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
MOA.NZ,31/03/2018,29/03/2018,-0.09386885257432476,0.14162630852869107,False,10454,7454,3000,5532,-2532,2,-18,-2548,0,-2548,0,0,58364,58364,-2548,-2548,2,0,2,7454,0,-2548,0,0,-2532,0,0,8078,2504,5574,5574,5574,5113,2595,5574,5113,0,0,59115,59115,-1758,-344,389,987,71,0,-164,389,0,0,-1922,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
MPG.NZ,31/03/2018,29/03/2018,-0.337807509228783,0.14162630852869107,False,268293,74703,193590,162668,30922,-4666,-2922,23334,7056,16278,0,0,185378,185378,16278,16278,141,4807,-4666,74703,12398,16278,0,0,40539,0,0,300787,140451,160336,251154,160336,849,30235,255011,849,97247,94315,185378,185378,33638,-20557,-16714,-3497,7759,4679,-20557,0,0,-3000,13081,0,0,2572,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
NTL.NZ,31/03/2018,29/03/2018,-0.23529414342761312,0.14162630852869107,False,0,0,0,1159,-1159,128.597,28.187,-1002,0,-1002,0,0,2010936,2010936,-1002,-1002,128.597,0,128.597,0,23.084,-1002,0,0,-1136,0,0,17483,252.709,17230,17230,17230,14477,4711,17230,14477,0,0,2164503,2164503,-956.694,-1885,1926,4829,0,0,-1885,1926,0,0,-2841,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
PEB.NZ,31/03/2018,29/03/2018,-0.24675286889358417,0.14162630852869107,False,3400,0,3400,24646,-21246,231,1371,-19644,0,-19644,0,0,466129,466129,-19644,-19644,231,0,231,0,305,-19644,0,0,-20941,0,0,19665,3025,16640,16640,16640,16359,15531,16640,16359,99,0,497937,497937,-18100,-3335,20057,5242,0,0,-335,21414,0,0,-18435,-1298,0,99,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
PLX.NZ,31/03/2018,29/03/2018,0.7142858359278503,0.14162630852869107,True,11553,0,11553,11833,-280,-1249,96,-1433,233,-1666,0,0,105307,105307,-1666,-1666,10,1259,-1249,0,2038,-1666,0,0,1864,0,0,10172,6076,4096,4096,4096,-305,-542,5581,-305,1485,0,111651,111651,2634,-1069,1868,4097,32,0,-1072,1900,0,0,1562,-32,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
PPH.NZ,31/03/2018,29/03/2018,-0.2441860800372243,0.14162630852869107,False,94024,0,94024,128975,-34951,405.5556,3068,-31478,837.5,-32315,0,0,267069,267069,-32315,-32315,405.5556,0,405.5556,0,3103,-32315,-151.3372,0,-31849,0,0,48111,17989,30122,30122,30122,23356,19103,30122,23356,0,0,274549,274549,-23800,-3517,34165,24842,334.7222,0,-3751,34165,0,0,-27551,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
PYS.NZ,31/03/2018,29/03/2018,1.3333397606999586,0.14162630852869107,True,663.069,745.172,-82.103,454.094,-536.197,-470.702,14.106,-992.793,0,-992.793,0,0,3407,3407,-992.793,-992.793,0.631,471.333,-470.702,745.172,0,-992.793,0,0,-521.46,0,0,390.798,4555,-4164,-4164,-4164,-4164,-4164,-532.344,-4164,3631,3510,3407,3407,324.171,0,-252.839,121.367,-1.736,6.29,0,0,100,-352.839,324.171,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
QEX.NZ,31/03/2018,29/03/2018,0.20253159781714225,0.14162630852869107,True,31395,26459,4936,3100,1836,-119.484,129.828,1846,656.184,1190,0,0,44454,44454,1190,1190,23.109,142.593,-119.484,26459,86.362,1190,0,0,2075,0,0,12270,6053,6217,6217,6217,6212,5700,8537,6212,2319,567.289,50300,50300,-3168,-833.696,5598,1752,641.588,141.796,-112.896,2575,3058,-34.317,-3281,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
RAK.NZ,31/03/2018,29/03/2018,0.724999968335033,0.14162630852869107,True,101127,57828,43299,41626,1673,-501,9825,10997,998,9999,0,0,226962,226962,9999,8149,3,504,-501,57828,0,9999,2035,2035,9466,0,184.6804,113433,26382,87051,87051,87051,77936,41039,89942,77936,2922,0,226962,226962,7904,3856,-4542,7540,247,536,-4076,0,0,-4500,3828,-11,0,31,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
RYM.NZ,31/03/2018,29/03/2018,0.10611907914581309,0.14162630852869107,False,340570,0,340570,288620,51950,-16136,353042,388856,640,388216,0,0,500000,500000,388216,388216,441,16577,-16136,0,20580,388216,0,0,426013,0,0,5796850,3856331,1940519,3001012,1940519,1919806,184607,3001012,1919806,1060493,1060493,500000,500000,349257,-478893,129636,0,0,14491,-185304,0,225592,0,163953,-1956,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
SKO.NZ,31/03/2018,29/03/2018,0.3469387298323432,0.14162630852869107,True,18279,0,18279,17684,595,50,1358,2003,171,1832,0,0,71903,74776,1832,1832,111,61,50,0,0,1832,0,0,2064,0,0,11973,3629,8344,8344,8344,6770,6109,8645,6770,555,0,74894,74894,1416,-519,-46,5232,262,22,-519,0,0,-46,897,0,0,254,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
SNC.NZ,31/03/2018,29/03/2018,-0.7999999860301611,0.14162630852869107,False,0,0,0,251.161,-251.161,20.874,15,-215.287,0,-417.079,0,0,514895,514895,-417.079,-215.287,20.874,50.538,20.874,0,0,-215.287,0,0,-251.161,0,0,2539,76.939,2462,2462,2462,2462,2462,2462,2462,0,0,514895,514895,-639.172,280.348,3012,2492,-0.169,30.507,0,3202,-400,0,-639.172,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
SPG.NZ,31/03/2018,29/03/2018,0.22695992700472667,0.14162630852869107,True,65295,0,65295,21511,43784,-16317,73328,100795,5541,95254,0,0,364969,364969,95254,95254,345,16662,-16317,0,0,95254,0,0,117457,0,0,1011745,344597,667148,974513,667148,666051,28367,974513,666051,307365,297359,364989,364989,39025,40808,-75788,10006,6946,16705,-1188,0,38200,-78000,37837,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
SPY.NZ,31/03/2018,29/03/2018,0.0,0.14162630852869107,False,20333,860,19473,15839,3634,-1369,-87,2178,-346,2524,0,0,171752,171752,2524,2653,64,1433,-1369,860,5878,2524,-179,-179,9668,0,-50.12,46524,30509,16015,37239,16015,-9007,-1319,40237,-9007,24222,21826,171752,171752,8666,-7659,-2949,954,-364,1426,-7660,0,290,-3000,1006,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
TLT.NZ,31/03/2018,29/03/2018,0.39745636545401597,0.14162630852869107,True,168165,0,168165,143063,25102,-31339,1275,-4962,-2008,-2954,0,0,342480,342480,-2954,-2954,1138,32477,-31339,0,85376,-2954,0,0,112892,0,0,1420662,879831,540831,1182021,540831,540196,26320,1221179,540196,680347,631467,342480,342480,91490,-87838,16555,48880,13249,0,-88976,0,106462,-45768,2515,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
TPW.NZ,31/03/2018,29/03/2018,0.22825867903954067,0.14162630852869107,True,919615,404383,515232,347381,167851,-32125,23217,158943,44915,128127,0,0,312973,312973,128127,116308,1347,33472,-32125,404383,44242,112760,-4945,-4945,241602,0,-1397,2328908,893999,1434909,1885247,1412927,1368807,-8422,1902441,1368807,489514,469724,312973,312973,238256,116116,-342305,19790,33250,0,-25587,0,87491,-199292,212669,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
TRA.NZ,31/03/2018,29/03/2018,-0.179494885973563,0.14162630852869107,False,279073,137332,141741,147661,-5920,30740,6313,31133,7773,23360,0,0,79836,80914,23360,22610,45084,14344,30740,137332,5627,23360,1000,1000,50104,0,249.6708,651985,437662,214323,531696,214323,43341,384174,531922,43341,317599,292454,84772,84772,-81485,-22508,60081,25145,6142,9609,-22698,29656,41842,0,-104183,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
TRS.NZ,31/03/2018,29/03/2018,0.24999991268851285,0.14162630852869107,True,0,0,0,64,-64,3,0,-61,0,-61,0,0,1212710,1212710,-61,-61,3,0,3,0,0,-61,0,0,-64,0,0,125,526,-401,-401,-401,-401,-401,-321,-401,80,38,1212710,1212710,-126,0,167,42,0,0,0,0,180,-13,-126,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
TRU.NZ,31/03/2018,29/03/2018,-0.013333359824285518,0.14162630852869107,False,804.062,807.95,-3.888,5197,-5201,20.506,1012,-4169,0,-4169,0,0,194492,194492,-4169,-4169,20.506,0,20.506,807.95,535.977,-4169,0,0,-4665,0,0,12167,550.967,11616,11616,11616,2671,2686,11616,2671,0,0,198439,198439,-3729,-3.11,1273,1212,0,0,-3.11,1444,0,0,-3732,-170.724,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
ZEL.NZ,31/03/2018,29/03/2018,-0.056147168266138525,0.14162630852869107,False,4570000,2579000,1991000,1570000,421000,-52000,-3000,366000,103000,263000,0,0,400000,400000,263000,260126,16000,68000,-52000,2579000,102000,263000,4000,4000,532000,0,1126,2805000,1948000,857000,1603000,857000,107000,114000,1753000,107000,896000,824000,400000,400000,395000,-68000,-264000,72000,59000,46000,-86000,0,376000,-504000,309000,-2000,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
AFC.NZ,31/03/2019,29/03/2019,0.0,0.013423065778984,False,2602,1436,1166,2170,-1005,3.626,20.82,-980.148,0,-583.177,0,0,3664253,3664253,-583.177,-583.177,3.726,0.1,3.626,1436,109.067,-583.177,0,0,-870.981,0,0,4387,653.585,3734,2977,2977,2976,1904,2977,2976,0,0,3664253,3664253,-394.534,-24.92,0,240.645,0,0.1,-25.978,0,0,0,-420.512,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
AFT.NZ,31/03/2019,29/03/2019,0.6000000238418579,0.013423065778984,True,81524,42518,39006,34792,4214,-8020,1643,-2163,160.8887,-2324,0,0,97308,97308,-2324,-2324,40.2222,8061,-8020,42518,0,-2324,0,0,5897,0,0,60903,56028,4876,4876,4876,-3015,-6936,44858,-3015,39983,33360,97308,97308,1022,-4677,3565,6623,142.693,0,-3318,0,7103,0,-2296,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
AOR.NZ,31/03/2019,29/03/2019,0.0,0.013423065778984,False,0,0,0,317,-317,3,43,-271,0,-271,0,0,357.302,357.302,-271,-271,3,0,3,0,0,-271,0,0,-317,0,0,218,315,-97,-97,-97,-97,-299,-62,-97,35,34,1476456,1476456,-85,53,0,1,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
APL.NZ,31/03/2019,29/03/2019,-0.23417640559016384,0.013423065778984,False,13350,4914,8436,1051,7385,-1079,-2787,3519,-284,3803,0,0,161920,161920,3803,3813,21,1100,-1079,4914,0,3803,-14,-14,4633,0,-3.92,126066,13752,112314,122814,112314,112314,30539,122814,112314,10500,9719,161920,161920,3777,37158,-40626,781,1256,998,0,0,0,-34000,3777,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
ARB.NZ,31/03/2019,29/03/2019,-0.11398963450540611,0.013423065778984,False,72344,43465,28879,27258,1621,-3241,-5304,-6925,-736.7025,-6336,0,0,496900,496900,-6336,-2107,0,3241,-3241,43465,11051,-6188,-4568,-4568,11935,0,-485.9102,285841,68366,217475,241786,217475,61883,38161,242522,61883,42729,20333,489574,489574,6041,-20922,-17681,10609,0,0,-10903,0,13261,-27847,-4862,0,0,17681,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
ARG.NZ,31/03/2019,29/03/2019,-0.11665939831911021,0.013423065778984,False,125858,26042,99816,10938,88878,-24217,78592,143253,9587,133666,0,0,827030,827030,133666,133666,39,24256,-24217,26042,0,133666,0,0,167509,0,0,1675061,666086,1008975,1602511,1008975,1008975,-15642,1602511,1008975,593536,591346,827030,827030,66947,-54015,-12016,2190,9948,23862,0,0,221749,-179768,66947,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
ARV.NZ,31/03/2019,29/03/2019,-0.07201175220715006,0.013423065778984,False,125580,0,125580,134883,-9303,-3622,74789,61864,2789,59075,0,0,425272,428318,59075,60519,0,3622,-3622,0,5048,59075,-1512,-1512,72046,0,-68.1651,1299648,749924,549724,1205871,549724,495761,-34923,1205871,495761,656147,651573,425285,425285,69141,-113040,45344,4574,3757,3459,-4341,0,90500,-22500,64800,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
AUG.NZ,31/03/2019,29/03/2019,0.4975503135166255,0.013423065778984,True,22365,2003,20362,10665,9697,-1501,803,8999,2054,6945,0,0,98100,98100,6945,6945,6,1507,-1501,2003,225,6945,0,0,10731,0,0,102038,15912,86126,91126,86126,65943,29120,97126,65943,11000,6150,87529,87529,8224,29522,-37745,4850,2342,1636,-318,0,45500,-76900,7906,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
AWF.NZ,31/03/2019,29/03/2019,-0.07477975103143408,0.013423065778984,False,267805,2687,265118,260910,4208,-1380,26,2854,841,2013,0,0,0,0,2013,2013,26,1380,-1380,2687,3445,2013,0,0,7679,0,0,95519,60699,34820,67820,34820,-18380,14044,67820,-18380,33000,26643,33423,33423,9477,-2550,-6839,6357,1378,1380,-2631,1569,0,-3000,6846,-2,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
BFG.NZ,31/03/2019,29/03/2019,-0.26829264746897963,0.013423065778984,False,20797,3691,17106,15397,1709,116.826,29.89,1856,619.438,1236,0,0,56697,56697,1236,1280,127.751,10.925,116.826,3691,751.991,1236,-65.901,-65.901,2685,0,-21.997,15117,4118,10998,10998,10998,8454,6989,10998,8454,0,0,54383,54383,2189,-2973,0,5503,883.146,10.925,-1065,0,0,0,1124,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
BGI.NZ,31/03/2019,29/03/2019,-0.28571432372745087,0.013423065778984,False,821.457,0,821.457,1319,-497.691,-518.946,431.707,-584.93,0,-584.93,0,0,439830,439830,-584.93,-584.93,0.973,519.919,-518.946,0,2.957,-584.93,0,0,-62.054,0,0,6996,6021,974.666,3833,974.666,974.666,3753,6789,974.666,5814,4301,439830,439830,-2688,0,3400,1513,0,385.553,0,0,3400,0,-2688,0,0,0,0,0,0,0,0,0,0,0.07274645850600736,0.07190037495363333,-0.32262844895330944
